PERÍODO,ANO,COMPONENTE,HABILIDADE,CONTEÚDO,A,FAROL,B,FAROL.1,C,FAROL.2,D,FAROL.3,E,FAROL.4,F,FAROL.5,G,FAROL.6,H,FAROL.7,I,FAROL.8,J,FAROL.9,K,FAROL.10,L,FAROL.11,M,FAROL.12,N,FAROL.13,O,FAROL.14,P,FAROL.15,Q,FAROL.16,R,FAROL.17,S,FAROL.18,T,FAROL.19,U,FAROL.20,V,FAROL.21
ANUAL,2º ANO,HISTÓRIA,"(EF02HI10) IDENTIFICAR DIFERENTES FORMAS DE TRABALHO EXISTENTES NA COMUNIDADE EM QUE VIVE, SEUS SIGNIFICADOS, SUAS ESPECIFICIDADES E SUA IMPORTÂNCIA.",A SOBREVIVÊNCIA E A RELAÇÃO COM A NATUREZA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,HISTÓRIA,(EF02HI11) IDENTIFICAR IMPACTOS NO AMBIENTE CAUSADOS PELAS DIFERENTES FORMAS DE TRABALHO EXISTENTES NA COMUNIDADE EM QUE VIVE.,A SOBREVIVÊNCIA E A RELAÇÃO COM A NATUREZA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,(EF02GE01) DESCREVER A HISTÓRIA DAS MIGRAÇÕES NO BAIRRO OU  COMUNIDADE EM QUE VIVE.,CONVIVÊNCIA E INTERAÇÕES ENTRE PESSOAS NA COMUNIDADE,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE02) COMPARAR COSTUMES E TRADIÇÕES DE DIFERENTES POPULAÇÕES INSERIDAS NO BAIRRO OU COMUNIDADE EM QUE VIVE, RECONHECENDO A IMPORTÂNCIA DO RESPEITO ÀS DIFERENÇAS.",CONVIVÊNCIA E INTERAÇÕES ENTRE PESSOAS NA COMUNIDADE,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE03) COMPARAR DIFERENTES MEIOS DE TRANSPORTE E DE COMUNICAÇÃO, INDICANDO O SEU PAPEL NA CONEXÃO ENTRE LUGARES, E DISCUTIR OS RISCOS PARA A VIDA E PARA O AMBIENTE E SEU USO RESPONSÁVEL.",RISCOS E CUIDADOS NOS MEIOS DE TRANSPORTE E DE COMUNICAÇÃO,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE04) RECONHECER SEMELHANÇAS E DIFERENÇAS NOS HÁBITOS, NAS RELAÇÕES COM A NATUREZA E NO MODO DE VIVER DE PESSOAS EM DIFERENTES LUGARES.",EXPERIÊNCIAS DA COMUNIDADE NO TEMPO E NO ESPAÇO,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE05) ANALISAR MUDANÇAS E PERMANÊNCIAS, COMPARANDO IMAGENS DE UM MESMO LUGAR EM DIFERENTES TEMPOS.",MUDANÇAS E PERMANÊNCIAS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE06) RELACIONAR O DIA E A NOITE A DIFERENTES TIPOS DE ATIVIDADES SOCIAIS (HORÁRIO ESCOLAR, COMERCIAL, SONS ETC.).",TIPOS DE TRABALHO EM LUGARES E TEMPOS DIFERENTES,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE07) DESCREVER AS ATIVIDADES EXTRATIVAS (MINERAIS, AGROPECUÁRIAS E INDUSTRIAIS) DE DIFERENTES LUGARES, IDENTIFICANDO OS IMPACTOS AMBIENTAIS.",TIPOS DE TRABALHO EM LUGARES E TEMPOS DIFERENTES,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE08) IDENTIFICAR E ELABORAR DIFERENTES FORMAS DE REPRESENTAÇÃO (DESENHOS, MAPAS MENTAIS E MAQUETES) PARA REPRESENTAR COMPONENTES DA PAISAGEM DOS LUGARES DE VIVÊNCIA.","LOCALIZAÇÃO, ORIENTAÇÃO E REPRESENTAÇÃO ESPACIAL",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,(EF02GE09) IDENTIFICAR OBJETOS E LUGARES DE VIVÊNCIA (ESCOLA E MORADIA) EM IMAGENS AÉREAS E MAPAS (VISÃO VERTICAL) E FOTOGRAFIAS (VISÃO OBLÍQUA).,"LOCALIZAÇÃO, ORIENTAÇÃO E REPRESENTAÇÃO ESPACIAL",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE10) APLICAR PRINCÍPIOS DE LOCALIZAÇÃO E POSIÇÃO DE OBJETOS (REFERENCIAIS ESPACIAIS, COMO FRENTE E ATRÁS, ESQUERDA E DIREITA, EM CIMA E EMBAIXO, DENTRO E FORA) POR MEIO DE REPRESENTAÇÕES ESPACIAIS DA SALA DE AULA E DA ESCOLA.","LOCALIZAÇÃO, ORIENTAÇÃO E REPRESENTAÇÃO ESPACIAL",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,GEOGRAFIA,"(EF02GE11) RECONHECER A IMPORTÂNCIA DO SOLO E DA ÁGUA PARA A VIDA, IDENTIFICANDO SEUS DIFERENTES USOS (PLANTAÇÃO E EXTRAÇÃO DE MATERIAIS, ENTRE OUTRAS POSSIBILIDADES) E OS IMPACTOS DESSES USOS NO COTIDIANO DA CIDADE E DO CAMPO.",OS USOS DOS RECURSOS NATURAIS: SOLO E ÁGUA NO CAMPO E NA CIDADE,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,ENSINO RELIGIOSO,(EF02ER01) RECONHECER OS DIFERENTES ESPAÇOS DE CONVIVÊNCIA.,"O EU, A FAMÍLIA E O AMBIENTE DE CONVIVÊNCIA",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,ENSINO RELIGIOSO,"(EF02ER02) IDENTIFICAR COSTUMES, CRENÇAS E FORMAS DIVERSAS DE VIVER EM VARIADOS AMBIENTES DE CONVIVÊNCIA.","O EU, A FAMÍLIA E O AMBIENTE DE CONVIVÊNCIA",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,ENSINO RELIGIOSO,"(EF02ER03) IDENTIFICAR AS DIFERENTES FORMAS DE REGISTRO DAS MEMÓRIAS PESSOAIS, FAMILIARES E ESCOLARES (FOTOS, MÚSICAS, NARRATIVAS, ÁLBUNS ETC.).",MEMÓRIAS E SÍMBOLOS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,ENSINO RELIGIOSO,(EF02ER04) IDENTIFICAR OS SÍMBOLOS PRESENTES NOS VARIADOS ESPAÇOS DE CONVIVÊNCIA.,MEMÓRIAS E SÍMBOLOS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,ENSINO RELIGIOSO,"(EF02ER05) IDENTIFICAR, DISTINGUIR E RESPEITAR SÍMBOLOS RELIGIOSOS DE DISTINTAS MANIFESTAÇÕES, TRADIÇÕES E INSTITUIÇÕES RELIGIOSAS.",SÍMBOLOS RELIGIOSOS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,ENSINO RELIGIOSO,"(EF02ER06) EXEMPLIFICAR ALIMENTOS CONSIDERADOS SAGRADOS POR DIFERENTES CULTURAS, TRADIÇÕES E EXPRESSÕES RELIGIOSAS.",ALIMENTOS SAGRADOS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,2º ANO,ENSINO RELIGIOSO,(EF02ER07) IDENTIFICAR SIGNIFICADOS ATRIBUÍDOS A ALIMENTOS EM DIFERENTES MANIFESTAÇÕES E TRADIÇÕES RELIGIOSAS.,ALIMENTOS SAGRADOS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP01) IDENTIFICAR A FUNÇÃO SOCIAL DE TEXTOS QUE CIRCULAM EM CAMPOS DA VIDA SOCIAL DOS QUAIS PARTICIPA COTIDIANAMENTE (A CASA, A RUA, A COMUNIDADE, A ESCOLA) E NAS MÍDIAS IMPRESSA, DE MASSA E DIGITAL, RECONHECENDO PARA QUE FORAM PRODUZIDOS, ONDE CIRCULAM, QUEM OS PRODUZIU E A QUEM SE DESTINAM.",RECONSTRUÇÃO DAS CONDIÇÕES DE PRODUÇÃO E RECEPÇÃO DE TEXTOS.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP09) EXPRESSAR-SE EM SITUAÇÕES DE INTERCÂMBIO ORAL COM CLAREZA, PREOCUPANDO-SE EM SER COMPREENDIDO PELO INTERLOCUTOR E USANDO A PALAVRA COM TOM DE VOZ AUDÍVEL, BOA ARTICULAÇÃO E RITMO ADEQUADO.",ORALIDADE PÚBLICA/INTERCÂMBIO CONVERSACIONAL EM SALA DE AULA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP06) RELER E REVISAR O TEXTO PRODUZIDO COM A AJUDA DO PROFESSOR E A COLABORAÇÃO DOS COLEGAS, PARA CORRIGI-LO E APRIMORÁ-LO, FAZENDO CORTES, ACRÉSCIMOS, REFORMULAÇÕES, CORREÇÕES DE ORTOGRAFIA E PONTUAÇÃO.",REVISÃO DE TEXTOS.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF03LP02) LER E ESCREVER CORRETAMENTE PALAVRAS COM SÍLABAS CV, V, CVC, CCV, VC, VV, CVV, IDENTIFICANDO QUE EXISTEM VOGAIS EM TODAS AS SÍLABAS.",CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP03) IDENTIFICAR A IDEIA CENTRAL DO TEXTO, DEMONSTRANDO COMPREENSÃO GLOBAL.",COMPREENSÃO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP07) EDITAR A VERSÃO FINAL DO TEXTO, EM COLABORAÇÃO COM OS COLEGAS E COM A AJUDA DO PROFESSOR, ILUSTRANDO, QUANDO FOR O CASO, EM SUPORTE ADEQUADO, MANUAL OU DIGITAL.",EDIÇÃO DE TEXTOS.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP10) ESCUTAR, COM ATENÇÃO, FALAS DE PROFESSORES E COLEGAS, FORMULANDO PERGUNTAS PERTINENTES AO TEMA E SOLICITANDO ESCLARECIMENTOS SEMPRE QUE NECESSÁRIO.",ESCUTA ATENTA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF03LP04) USAR ACENTO GRÁFICO (AGUDO OU CIRCUNFLEXO) EM MONOSSÍLABOS TÔNICOS TERMINADOS EM A, E, O E EM PALAVRAS OXÍTONAS TERMINADAS EM A, E, O, SEGUIDAS OU NÃO DE S.",CONHECIMENTO DAS DIVERSAS GRAFIAS DO ALFABETO/ ACENTUAÇÃO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP14) CONSTRUIR O SENTIDO DE HISTÓRIAS EM QUADRINHOS E TIRINHAS, RELACIONANDO IMAGENS E PALAVRAS E INTERPRETANDO RECURSOS GRÁFICOS (TIPOS DE BALÕES, DE LETRAS, ONOMATOPEIAS).",LEITURA DE IMAGENS EM NARRATIVAS VISUAIS.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP07) UTILIZAR, AO PRODUZIR UM TEXTO, CONHECIMENTOS LINGUÍSTICOS E GRAMATICAIS, TAIS COMO ORTOGRAFIA, REGRAS BÁSICAS DE CONCORDÂNCIA NOMINAL E VERBAL, PONTUAÇÃO (PONTO FINAL, PONTO DE EXCLAMAÇÃO, PONTO DE INTERROGAÇÃO, VÍRGULAS EM ENUMERAÇÕES) E PONTUAÇÃO DO DISCURSO DIRETO, QUANDO FOR O CASO.",CONSTRUÇÃO DO SISTEMA ALFABÉTICO/ CONVENÇÕES DA ESCRITA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF03LP15) ASSISTIR, EM VÍDEO DIGITAL, A PROGRAMA DE CULINÁRIA INFANTIL E, A PARTIR DELE, PLANEJAR E PRODUZIR RECEITAS EM ÁUDIO OU VÍDEO.",PRODUÇÃO DE TEXTO ORAL.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF03LP16) IDENTIFICAR E REPRODUZIR, EM TEXTOS INJUNTIVOS INSTRUCIONAIS (RECEITAS, INSTRUÇÕES DE MONTAGEM, DIGITAIS OU IMPRESSOS), A FORMATAÇÃO PRÓPRIA DESSES TEXTOS (VERBOS IMPERATIVOS, INDICAÇÃO DE PASSOS A SER SEGUIDOS) E A DIAGRAMAÇÃO ESPECÍFICA DOS TEXTOS DESSES GÊNEROS (LISTA DE INGREDIENTES OU MATERIAIS E INSTRUÇÕES DE EXECUÇÃO – ""MODO DE FAZER"").",FORMA DE COMPOSIÇÃO DO TEXTO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP06) RECUPERAR RELAÇÕES ENTRE PARTES DE UM
TEXTO, IDENTIFICANDO SUBSTITUIÇÕES LEXICAIS (DE
SUBSTANTIVOS POR SINÔNIMOS) OU PRONOMINAIS (USO DE
PRONOMES ANAFÓRICOS – PESSOAIS, POSSESSIVOS,
DEMONSTRATIVOS) QUE CONTRIBUEM PARA A CONTINUIDADE DO
TEXTO.",ESTRATÉGIA DE LEITURA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP08) UTILIZAR, AO PRODUZIR UM TEXTO, RECURSOS DE
REFERENCIAÇÃO (POR SUBSTITUIÇÃO LEXICAL OU POR PRONOMES
PESSOAIS, POSSESSIVOS E DEMONSTRATIVOS), VOCABULÁRIO
APROPRIADO AO GÊNERO, RECURSOS DE COESÃO PRONOMINAL
(PRONOMES ANAFÓRICOS) E ARTICULADORES DE RELAÇÕES DE
SENTIDO (TEMPO, CAUSA, OPOSIÇÃO, CONCLUSÃO,
COMPARAÇÃO), COM NÍVEL SUFICIENTE DE INFORMATIVIDADE.","CONSTRUÇÃO DO SISTEMA ALFABÉTICO/
ESTABELECIMENTO DE RELAÇÕES ANAFÓRICAS
NA REFERENCIAÇÃO E CONSTRUÇÃO DA COESÃO.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP11) RECONHECER CARACTERÍSTICAS DA CONVERSAÇÃO ESPONTÂNEA PRESENCIAL, RESPEITANDO OS TURNOS DE FALA, SELECIONANDO E UTILIZANDO, DURANTE A CONVERSAÇÃO, FORMAS DE TRATAMENTO ADEQUADAS, DE ACORDO COM A SITUAÇÃO E A POSIÇÃO DO INTERLOCUTOR.",CARACTERÍSTICAS DA CONVERSAÇÃO ESPONTÂNEA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP29) IDENTIFICAR, EM NARRATIVAS, CENÁRIO, PERSONAGEM CENTRAL, CONFLITO GERADOR, RESOLUÇÃO E O PONTO DE VISTA COM BASE NO QUAL HISTÓRIAS SÃO NARRADAS, DIFERENCIANDO NARRATIVAS EM PRIMEIRA E TERCEIRA PESSOAS.",FORMAS DE COMPOSIÇÃO DE NARRATIVAS.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF15LP15) RECONHECER QUE OS TEXTOS LITERÁRIOS FAZEM PARTE DO MUNDO DO IMAGINÁRIO E APRESENTAM UMA DIMENSÃO LÚDICA, DE ENCANTAMENTO, VALORIZANDO-OS, EM SUA DIVERSIDADE CULTURAL, COMO PATRIMÔNIO ARTÍSTICO DA HUMANIDADE.",FORMAÇÃO DO LEITOR LITERÁRIO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP27) LER E COMPREENDER, COM CERTA AUTONOMIA, TEXTOS EM VERSOS, EXPLORANDO RIMAS, SONS E JOGOS DE PALAVRAS, IMAGENS POÉTICAS (SENTIDOS FIGURADOS) E RECURSOS VISUAIS E SONOROS.",ESCRITA AUTÔNOMA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP28) DECLAMAR POEMAS, COM ENTONAÇÃO, POSTURA E INTERPRETAÇÃO ADEQUADAS.",DECLAMAÇÃO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF35LP31) IDENTIFICAR, EM TEXTOS VERSIFICADOS, EFEITOS DE SENTIDO DECORRENTES DO USO DE RECURSOS RÍTMICOS E SONOROS E DE METÁFORAS.",FORMA DE COMPOSIÇÃO DE TEXTOS POÉTICOS.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,3º ANO,LÍNGUA PORTUGUESA,"(EF03LP08) IDENTIFICAR E DIFERENCIAR, EM TEXTOS,
SUBSTANTIVOS E VERBOS E SUAS FUNÇÕES NA ORAÇÃO:
AGENTE, AÇÃO, OBJETO DA AÇÃO.",MORFOLOGIA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,3º ANO,EDUCAÇÃO FÍSICA,"(EF35EF01) EXPERIMENTAR E FRUIR BRINCADEIRAS E JOGOS POPULARES DO BRASIL E DO MUNDO, INCLUINDO AQUELES DE MATRIZ INDÍGENA E AFRICANA, E RECRIÁ-LOS, VALORIZANDO A IMPORTÂNCIA DESSE PATRIMÔNIO HISTÓRICO CULTURAL.",BRINCADEIRAS E JOGOS POPULARES DO BRASIL E DO MUNDO. BRINCADEIRAS E JOGOS DE MATRIZ INDÍGENA E AFRICANA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,3º ANO,EDUCAÇÃO FÍSICA,(EF35EF02) PLANEJAR E UTILIZAR ESTRATÉGIAS PARA POSSIBILITAR A PARTICIPAÇÃO SEGURA DE TODOS OS ALUNOS EM BRINCADEIRAS E JOGOS POPULARES DO BRASIL E DE MATRIZ INDÍGENA E AFRICANA.,BRINCADEIRAS E JOGOS POPULARES DO BRASIL E DO MUNDO. BRINCADEIRAS E JOGOS DE MATRIZ INDÍGENA E AFRICANA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
ANUAL,3º ANO,EDUCAÇÃO FÍSICA,"(EF35EF03) DESCREVER, POR MEIO DE MÚLTIPLAS LINGUAGENS (CORPORAL, ORAL, ESCRITA, AUDIOVISUAL), AS BRINCADEIRAS E OS JOGOS POPULARES DO BRASIL E DE MATRIZ INDÍGENA E AFRICANA, EXPLICANDO SUAS CARACTERÍSTICAS E A IMPORTÂNCIA DESSE PATRIMÔNIO HISTÓRICO CULTURAL NA PRESERVAÇÃO DAS DIFERENTES CULTURAS.",BRINCADEIRAS E JOGOS POPULARES DO BRASIL E DO MUNDO. BRINCADEIRAS E JOGOS DE MATRIZ INDÍGENA E AFRICANA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
